z,zErr,specClass,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z
1.54528,1.709E-3,3,20.577785,19.810833,19.537336,19.211447,19.117388,0.059722,0.025065,0.021147,0.027724,0.053542
2.34409,2.14099E-3,3,20.752739,20.156685,20.054012,19.950747,19.984972,0.074609,0.028306,0.026868,0.034835,0.109807
1.00652,2.77008E-3,3,19.921392,19.763613,19.561693,19.659662,19.670422,0.038805,0.036589,0.020848,0.026229,0.086572
1.33651,1.28892E-3,3,20.591438,20.441088,20.210283,20.18668,20.063631,0.062739,0.03149,0.028494,0.040757,0.121444
0.783687,1.51284E-3,3,20.329649,19.830212,19.754179,19.675404,19.433561,0.050798,0.032115,0.028824,0.030656,0.072729
0.598484,1.34441E-3,3,19.709438,19.305281,19.399494,19.204988,19.188044,0.034028,0.023083,0.020762,0.021026,0.063411
1.58176,2.20994E-3,3,20.296282,20.019003,20.079596,19.881384,19.703405,0.050275,0.027707,0.02789,0.031312,0.091343
1.30422,1.62497E-3,3,19.776564,19.77029,19.581259,19.527451,19.630205,0.040485,0.02594,0.026082,0.026544,0.084268
1.24991,1.11086E-3,3,19.519316,19.254446,18.889755,18.727831,18.805883,0.028421,0.029177,0.016653,0.018764,0.049734
1.40176,1.63229E-3,3,19.774515,19.598522,19.360811,19.291529,19.23851,0.034244,0.030623,0.018947,0.022938,0.065047
1.22928,1.29604E-3,3,20.405413,20.065296,19.67152,19.502504,19.551414,0.051773,0.025473,0.020611,0.028721,0.083977
1.96348,4.77029E-3,3,19.674141,19.600363,19.405895,19.236366,19.036791,0.034213,0.028768,0.023637,0.025887,0.051808
1.77161,1.32101E-3,3,20.221659,20.100985,19.957729,19.685949,19.632885,0.043724,0.027828,0.02932,0.027371,0.074937
0.526902,1.27342E-3,3,19.902748,19.349079,19.307074,19.022423,18.815434,0.034945,0.022153,0.017076,0.01749,0.040495
2.22512,1.49227E-3,3,20.482185,20.08987,19.987637,19.830551,19.598515,0.052468,0.027013,0.023032,0.034424,0.074681
1.15984,1.37277E-3,3,20.360397,20.301697,20.009853,20.068205,20.034637,0.052371,0.031422,0.027655,0.03185,0.114897
1.59316,2.69993E-3,3,20.009903,19.510204,19.412224,19.108744,19.06992,0.035766,0.019773,0.022631,0.02945,0.046653
1.64821,1.73053E-3,3,19.756142,19.589304,19.452915,19.1761,19.111008,0.035791,0.016669,0.022639,0.021463,0.048148
0.523296,1.46349E-3,3,20.182123,19.713188,19.772949,19.425718,19.286049,0.039182,0.022766,0.026421,0.026041,0.054805
2.92032,1.24755E-3,4,20.874006,19.678753,19.414009,19.289124,19.197586,0.072146,0.022048,0.016789,0.028334,0.053734
1.28721,1.55552E-3,3,20.566267,20.437462,20.11717,20.035444,19.889893,0.053941,0.030676,0.02482,0.035444,0.091749
1.2015,1.2919E-3,3,20.003471,19.899086,19.465405,19.238621,19.154749,0.038621,0.020903,0.021082,0.022227,0.049507
1.23318,1.34602E-3,3,22.935846,21.36281,20.061605,19.531485,18.846167,0.392875,0.053894,0.024918,0.023816,0.04372
1.22564,1.45049E-3,3,19.541901,19.419222,19.066372,19.004549,18.951277,0.038866,0.022494,0.015173,0.025425,0.046414
0.820779,1.24988E-3,3,19.396133,19.106451,19.007999,18.991634,18.773003,0.027778,0.021144,0.014136,0.020255,0.038899
1.84464,1.57964E-3,3,19.407297,19.331573,19.21171,18.897814,18.896679,0.030744,0.021823,0.015023,0.019948,0.050847
2.56736,1.0616E-3,3,20.637039,19.518528,19.230022,19.145491,18.911493,0.059753,0.018372,0.020406,0.019603,0.043048
1.488,1.45399E-3,3,20.51939,20.49497,20.338053,20.093977,19.913563,0.054637,0.026937,0.032884,0.033152,0.093552
2.10247,1.53001E-3,3,19.259771,19.048992,18.787918,18.643475,18.464701,0.02594,0.024765,0.016418,0.018393,0.031307
1.37887,1.19276E-3,3,20.049679,19.895182,19.519297,19.380514,19.296524,0.040254,0.030128,0.024947,0.025109,0.064814
1.78663,2.552E-3,3,19.202555,19.110321,19.117159,18.878632,18.976696,0.035471,0.024729,0.018365,0.024586,0.052799
0.81553,1.78382E-3,3,20.381313,20.095222,19.896189,19.915001,19.941158,0.052456,0.031026,0.025905,0.034503,0.117882
1.4473,1.97874E-3,3,20.322968,20.34407,20.136806,19.983002,20.045336,0.061094,0.033246,0.031233,0.032948,0.126874
1.18554,2.52597E-3,3,20.259192,19.845474,19.529469,19.37978,19.320307,0.052751,0.044544,0.022404,0.030552,0.069186
1.4095,3.53875E-3,3,19.725605,19.728407,19.546211,19.51157,19.558239,0.034855,0.051008,0.026433,0.029325,0.07719
2.38047,1.6806E-3,4,21.094177,20.031904,19.860405,19.594175,19.168613,0.099975,0.029646,0.024565,0.029091,0.058709
1.409,2.87179E-3,3,19.81304,19.558575,19.354492,19.195251,19.083927,0.032998,0.023841,0.019703,0.022737,0.057868
1.6281,1.98816E-3,3,19.711374,19.522961,19.305801,19.02636,19.019148,0.031779,0.024197,0.021078,0.021226,0.048583
3.1336,2.04914E-3,3,22.425949,20.880562,20.435047,19.911053,19.824228,0.265688,0.042696,0.034801,0.032596,0.094426
4.16116,5.8941E-4,4,24.300505,22.305752,20.178337,19.87809,19.684853,0.978284,0.131746,0.028764,0.030785,0.084254
1.02295,2.06642E-3,3,19.317228,19.10285,18.819075,18.806938,18.629625,0.025248,0.020131,0.014612,0.022294,0.042627
1.24125,1.43366E-3,3,19.242872,19.089273,18.721811,18.692347,18.824781,0.027932,0.017152,0.025552,0.021359,0.043575
1.05822,1.53299E-3,3,19.472799,19.208002,18.947624,18.932016,18.895609,0.03119,0.017569,0.026133,0.022559,0.046432
1.9482,6.0346E-3,3,20.544897,20.484034,20.282038,19.985977,19.75264,0.058821,0.037246,0.028895,0.040574,0.090323
1.65328,1.79509E-3,3,19.81233,19.293581,19.006552,18.689058,18.500271,0.033892,0.02538,0.017883,0.020299,0.034999
1.11942,1.04563E-3,3,19.723061,19.328953,18.97224,18.862764,18.906853,0.030963,0.018834,0.015741,0.017296,0.044704
2.06653,1.2925E-3,3,19.733223,19.388229,18.916031,18.564421,18.259497,0.034218,0.019896,0.017095,0.022416,0.031887
0.782486,1.51642E-3,3,19.835951,19.404312,19.28203,19.288782,19.024801,0.036351,0.019849,0.018478,0.025529,0.04769
3.05915,1.26882E-3,3,21.020329,19.557621,19.190994,19.105806,19.013315,0.074749,0.022107,0.029658,0.021525,0.045567
1.29545,1.66372E-3,3,19.84968,19.537636,19.249022,19.158167,19.121861,0.042995,0.031711,0.019123,0.021576,0.051943
1.58773,1.87362E-3,3,20.45854,20.170889,20.072424,19.730658,19.602463,0.066876,0.026245,0.028623,0.029672,0.079486
1.67872,1.75991E-3,3,20.397371,20.240223,20.219723,19.956032,20.029905,0.063663,0.033456,0.02785,0.031774,0.113011
2.29112,2.78082E-3,3,22.3734,21.025873,20.322083,19.75765,19.078011,0.327571,0.052659,0.033514,0.037597,0.054753
1.54752,2.29689E-3,3,19.627169,19.342293,19.195354,18.990076,18.957045,0.046276,0.022589,0.019268,0.021457,0.049646
0.617157,2.08686E-3,3,20.540392,20.041115,20.028393,19.629551,19.632025,0.070153,0.033467,0.032184,0.028234,0.075747
0.672555,1.55175E-3,3,20.431,19.930384,19.960651,19.921366,19.931847,0.062016,0.02769,0.028079,0.031927,0.093189
1.59511,2.09924E-3,3,19.894859,19.637968,19.441431,19.187452,19.106218,0.045598,0.021148,0.029517,0.020872,0.047026
1.87875,3.70487E-3,3,20.763973,20.499172,20.367933,20.004004,19.918043,0.07947,0.028478,0.038455,0.031049,0.091509
3.68695,8.5392E-3,4,24.182552,20.100954,18.96822,18.878277,18.831074,1.079668,0.024053,0.027607,0.018589,0.039744
1.63157,2.95105E-3,3,19.637383,19.340193,19.012621,18.617407,18.613056,0.051934,0.026901,0.019343,0.01938,0.035496
1.74401,1.20035E-3,3,19.801384,19.605412,19.571777,19.262777,19.400114,0.038488,0.025659,0.022511,0.023764,0.063277
0.708108,1.66472E-3,3,20.88229,20.414438,20.266672,20.111628,19.691559,0.087509,0.030991,0.029326,0.035162,0.077391
1.06124,2.06355E-3,3,20.69256,20.443939,20.087383,20.109365,20.021275,0.070818,0.029035,0.031025,0.032843,0.097105
1.28449,1.7983E-3,3,19.556141,19.294521,18.75609,18.547203,18.516396,0.035893,0.018019,0.021931,0.017162,0.03046
1.95285,2.30468E-3,3,19.975681,19.915213,19.896589,19.626482,19.467915,0.040611,0.019441,0.022,0.023919,0.061609
1.66951,2.16579E-3,3,20.011858,19.684877,19.505804,19.094183,19.106977,0.042512,0.024125,0.017214,0.016093,0.045061
1.78979,1.47457E-3,3,19.361231,19.140961,19.024237,18.734526,18.61417,0.02729,0.020055,0.018928,0.019479,0.033181
1.55889,1.94763E-3,3,19.852692,19.465647,19.198664,18.968809,19.033159,0.040743,0.024911,0.026583,0.024531,0.051273
1.58079,2.81602E-3,3,19.323463,19.149763,19.092993,18.879946,18.918118,0.025585,0.018981,0.017869,0.01824,0.042496
0.76933,1.52004E-3,3,19.629463,19.261236,19.104946,19.204664,18.98579,0.032666,0.018209,0.022876,0.024527,0.043199
1.83329,1.23857E-3,3,19.850527,19.852873,19.786016,19.4888,19.446882,0.039637,0.021202,0.02105,0.024586,0.064065
1.86628,1.74077E-3,3,20.165384,20.194824,20.218241,19.885183,19.907255,0.048977,0.019828,0.026428,0.027375,0.085413
1.83734,1.98056E-3,3,20.28195,20.321033,20.172962,19.820518,19.567001,0.055962,0.030234,0.025825,0.0275,0.072321
1.88295,2.62732E-3,3,20.206253,20.00326,19.914198,19.58143,19.493912,0.053959,0.034093,0.022456,0.025506,0.074037
2.02198,4.39141E-3,3,20.066444,19.998426,19.912605,19.779408,19.471031,0.048634,0.031242,0.027721,0.030785,0.076157
1.64254,1.35142E-3,3,20.198153,19.948345,19.896898,19.587692,19.675093,0.059825,0.027653,0.028744,0.026658,0.088867
1.80164,3.93651E-3,3,20.308777,20.29991,20.270006,19.921804,19.754751,0.058954,0.039148,0.032296,0.032641,0.094229
1.08588,1.28539E-3,3,19.928268,19.440063,18.885349,18.758352,18.598299,0.044416,0.029414,0.023392,0.022016,0.038918
1.01007,1.62936E-3,3,20.249672,19.927765,19.611773,19.54108,19.294571,0.061698,0.022936,0.023576,0.025522,0.060963
1.07392,1.97205E-3,3,20.307793,20.27569,19.920383,19.917297,19.809538,0.058036,0.030036,0.024203,0.037764,0.088271
1.23404,1.32885E-3,3,19.634836,19.559406,19.333853,19.317291,19.295465,0.035716,0.040444,0.019132,0.025372,0.066124
1.11828,1.45346E-3,3,20.418945,20.446663,20.291695,20.290386,20.395679,0.061721,0.048548,0.031674,0.042716,0.166988
1.20108,1.88192E-3,3,19.344822,19.171036,18.891521,18.891392,18.964815,0.037538,0.023207,0.029967,0.025038,0.047565
2.28692,2.08877E-3,3,19.953598,19.330795,19.190228,19.136126,18.909636,0.046446,0.035329,0.019477,0.024265,0.042534
2.04678,2.12578E-3,3,19.989775,19.722095,19.653265,19.460045,19.296703,0.046512,0.024546,0.021944,0.022428,0.057232
1.14774,1.25195E-3,3,20.333124,19.86832,19.37952,19.220753,19.06855,0.057024,0.022655,0.022922,0.021665,0.048377
1.33853,2.59297E-3,3,19.371515,19.037228,18.396267,18.279068,18.241394,0.029631,0.029428,0.014247,0.016191,0.0283
1.85518,2.32502E-3,3,19.121363,19.047363,18.848997,18.562784,18.436003,0.025959,0.029414,0.015413,0.016976,0.030928
1.56626,2.21591E-3,3,19.795279,19.487652,19.277491,18.979198,19.02507,0.035419,0.022465,0.01663,0.020175,0.047265
0.858147,2.14183E-3,3,20.483425,20.156052,19.942104,19.850653,19.612551,0.054654,0.027565,0.02454,0.027834,0.081882
1.06787,1.39734E-3,3,20.051914,19.645971,19.252682,19.2206,19.041185,0.039987,0.024934,0.0184,0.018363,0.053378
1.31898,2.51483E-3,3,20.571712,20.406778,20.116985,20.113937,20.180357,0.059811,0.027036,0.026235,0.035066,0.125364
1.86819,1.55147E-3,3,20.553526,20.417356,20.302113,19.935354,19.910082,0.056327,0.028684,0.03196,0.033947,0.101816
0.56839,1.07002E-3,3,19.921976,19.335855,19.213718,18.912037,18.802773,0.039115,0.024112,0.023983,0.022385,0.044881
1.85823,1.6922E-3,3,20.406469,20.413639,20.358099,20.000303,20.057467,0.063281,0.035797,0.030474,0.033555,0.113701
1.01245,1.17603E-3,3,19.634436,19.337559,18.989311,18.980808,18.819969,0.040029,0.026502,0.019254,0.024309,0.04418
2.09516,2.42005E-3,3,19.885489,19.565178,19.16087,18.95488,18.640726,0.042731,0.026592,0.022312,0.020527,0.04194
2.36867,1.70211E-3,3,21.752647,20.732786,20.747288,20.484953,20.044065,0.153872,0.032547,0.047315,0.050327,0.113137
0.989293,1.45528E-3,3,19.868076,19.687731,19.458075,19.393147,19.531507,0.037989,0.037764,0.020012,0.023144,0.082879
1.36053,1.51138E-3,3,19.512764,19.280508,18.965637,18.796684,18.732222,0.030335,0.025032,0.022144,0.025191,0.044655
1.60275,2.06923E-3,3,20.358179,20.000563,19.841152,19.570444,19.411709,0.049192,0.02279,0.02913,0.024808,0.065157
1.29331,2.10053E-3,3,20.376842,20.3183,19.864014,19.775494,19.902094,0.048431,0.031936,0.025221,0.024024,0.092433
2.14242,1.67503E-3,3,20.260601,19.990835,19.769573,19.535652,19.145048,0.046787,0.029942,0.024302,0.021211,0.05245
1.22404,1.7827E-3,3,20.321455,20.331795,19.978544,19.870689,19.865004,0.04615,0.025973,0.025719,0.031077,0.080838
1.20002,1.68652E-3,3,20.239178,20.062523,19.889643,19.908369,19.911446,0.043551,0.023609,0.024915,0.032195,0.084856
2.04051,1.61633E-3,3,19.648323,19.62542,19.515146,19.10873,18.904533,0.030554,0.02295,0.019799,0.019104,0.04305
2.8,9.99352E-4,3,23.438934,23.380753,20.784685,20.07337,19.452614,0.525163,0.238698,0.043954,0.030454,0.061386
0.651599,1.38321E-3,3,19.69101,19.254414,19.236317,19.166637,19.227516,0.032856,0.020491,0.019795,0.017788,0.052006
1.24549,1.2304E-3,3,19.68667,19.621695,19.297247,19.227173,19.175259,0.029112,0.019358,0.020425,0.025347,0.049006
1.02672,1.35517E-3,3,20.670464,20.428787,20.157936,20.128035,20.294092,0.053577,0.024466,0.026601,0.033239,0.117317
2.38286,1.31413E-3,3,21.608385,20.567959,19.765768,19.172729,18.579041,0.120544,0.026496,0.020494,0.01836,0.033267
2.04358,2.20345E-3,3,22.050436,22.229473,21.245455,20.605202,19.911009,0.175254,0.084095,0.054448,0.052061,0.088844
0.67599,1.35814E-3,3,19.501358,19.139517,19.143656,19.111042,18.974773,0.028788,0.015537,0.02254,0.029663,0.045267
1.75727,1.31114E-3,3,19.619896,19.434071,19.285519,18.953756,18.809572,0.02916,0.034299,0.021673,0.022837,0.036292
2.92736,5.61348E-3,4,21.560637,19.867533,19.686544,19.678835,19.528309,0.113692,0.026385,0.019489,0.026805,0.066225
0.533567,1.46706E-3,3,19.455746,19.106409,18.940678,18.800404,18.701824,0.027817,0.020031,0.023334,0.015777,0.034676
0.848401,2.37293E-3,3,20.605358,19.906851,19.945549,20.024605,19.760468,0.055214,0.026446,0.028431,0.029599,0.07791
2.20636,1.91441E-3,3,20.186264,19.730433,19.615442,19.513464,19.273581,0.041453,0.025738,0.026282,0.022603,0.053164
1.46194,1.61772E-3,3,19.301424,19.214691,18.983274,18.809603,18.742699,0.022681,0.017409,0.022304,0.018307,0.037654
0.768877,2.62108E-3,3,19.455368,19.142599,18.971798,18.94331,18.809969,0.025333,0.016529,0.016324,0.02142,0.03949
4.72931,7.64386E-4,3,23.742064,24.607716,21.969807,20.201668,20.177853,0.663467,0.532049,0.097737,0.035766,0.11396
1.39068,2.51859E-3,3,19.831343,19.689667,19.419598,19.182255,19.061752,0.033687,0.024818,0.017407,0.020828,0.046212
1.58899,1.89014E-3,3,19.380836,19.131216,18.848583,18.547592,18.543211,0.025052,0.020317,0.014777,0.017502,0.032887
1.95088,5.06743E-3,3,20.422386,20.425312,20.290089,19.981871,19.800713,0.046524,0.026439,0.027095,0.030352,0.081193
2.24929,1.77215E-3,3,20.651455,20.219263,20.262064,20.145325,19.915058,0.05603,0.023302,0.02756,0.032837,0.09107
1.65456,1.40614E-3,3,20.677061,20.481007,20.34396,20.233072,19.977768,0.05696,0.026349,0.029371,0.047463,0.093433
1.7491,2.39681E-3,3,19.575285,19.340988,19.268528,19.046202,19.041277,0.029109,0.016835,0.016657,0.017941,0.046558
1.59972,1.17957E-3,3,20.452812,20.119057,19.98143,19.764851,19.890383,0.054961,0.030438,0.027258,0.028126,0.105903
1.80253,2.96076E-3,3,20.225615,20.035629,20.033329,19.783993,19.776472,0.046752,0.026617,0.026683,0.030108,0.099113
0.9375,8.79695E-4,3,20.434153,20.186588,19.882748,19.841227,19.549393,0.053128,0.026535,0.027715,0.031334,0.082208
1.82512,1.94402E-3,3,19.256784,19.189451,19.140888,18.970461,19.010946,0.024321,0.020548,0.024567,0.021526,0.050195
2.06559,1.91204E-3,3,20.319744,20.189415,19.998444,19.79089,19.484892,0.050889,0.026251,0.030916,0.030133,0.075677
1.61657,1.63602E-3,3,19.621832,19.465849,19.377296,19.08317,19.055916,0.038471,0.022392,0.020444,0.021633,0.066583
2.05072,1.36265E-3,3,19.463413,19.368143,19.343252,19.181833,19.026768,0.053764,0.029954,0.022993,0.037256,0.054755
1.74674,1.89408E-3,3,20.657961,20.383625,20.288774,19.981251,19.983858,0.07781,0.035953,0.03276,0.045321,0.115205
1.51988,1.61956E-3,3,20.05571,19.979645,19.761244,19.535912,19.699543,0.062148,0.032333,0.025976,0.039524,0.091131
0.973627,6.75427E-4,3,20.383965,20.233667,19.914015,19.926365,19.586128,0.05504,0.02701,0.024112,0.029758,0.079533
2.473,1.2372E-3,4,19.970058,19.345583,19.194582,19.193087,19.077644,0.041239,0.023308,0.017796,0.031263,0.055683
3.18802,8.26784E-4,4,25.51302,20.859871,20.218391,20.288357,20.01988,0.81517,0.034328,0.027115,0.057679,0.114223
1.49076,4.26556E-3,3,19.878202,19.588785,19.3829,19.099939,19.140574,0.035371,0.027151,0.031428,0.026164,0.052082
1.02744,1.73477E-3,3,20.455465,20.370501,20.104818,20.158983,20.109709,0.049479,0.031113,0.028175,0.032739,0.114021
1.07478,1.48004E-3,3,19.469578,19.079407,18.77984,18.770571,18.619287,0.028824,0.022816,0.016014,0.024001,0.036619
0.967106,1.52768E-3,3,19.396608,19.200203,18.935299,19.062637,18.98612,0.026329,0.018948,0.017373,0.020156,0.04262
1.62978,1.60191E-3,3,20.555214,20.372862,20.26914,19.9697,20.015631,0.051804,0.026481,0.028229,0.028695,0.096265
1.86485,1.58635E-3,3,19.49889,19.241796,18.976494,18.735825,18.615816,0.025082,0.028857,0.018315,0.02463,0.035636
0.565273,1.25027E-3,3,19.960705,19.501616,19.22858,18.925137,18.814259,0.033426,0.023708,0.039787,0.048906,0.058647
1.25114,2.5534E-3,3,19.792562,19.699436,19.4123,19.414446,19.521273,0.035942,0.027641,0.017553,0.023398,0.071791
1.8365,1.85517E-3,3,20.254686,20.015177,19.982477,19.816294,19.810957,0.053843,0.026573,0.024153,0.029823,0.11379
1.33548,1.21629E-3,3,20.093626,19.777683,19.399576,19.233021,19.169603,0.042775,0.093861,0.022866,0.025261,0.06875
2.39738,1.43042E-3,4,21.362234,20.447996,20.554417,20.49502,20.088142,0.119766,0.027025,0.036263,0.046681,0.144211
4.2832,6.50401E-4,4,23.050108,22.333406,20.357677,19.989071,19.828529,0.507477,0.108795,0.031677,0.032916,0.114824
1.75002,1.34959E-3,3,20.718966,20.457548,20.444033,20.239426,20.073318,0.069393,0.038197,0.033104,0.039311,0.140774
0.811141,2.4101E-3,3,20.1161,19.80409,19.606319,19.481899,19.371876,0.047616,0.027714,0.021346,0.027795,0.081506
1.27597,1.3835E-3,3,19.203325,19.141483,18.834961,18.753199,18.874187,0.028563,0.019066,0.015057,0.019901,0.056147
0.798276,1.89523E-3,3,19.922197,19.447912,19.471317,19.520439,19.378721,0.040049,0.01803,0.023554,0.02869,0.074894
0.893359,1.13264E-3,3,20.368916,19.868124,19.633726,19.664892,19.485971,0.051633,0.021759,0.021334,0.028963,0.084753
0.932055,8.43028E-4,3,20.226316,19.882507,19.558186,19.556402,19.332386,0.053219,0.019817,0.019761,0.028877,0.072547
2.03445,1.7901E-3,3,19.56727,19.505072,19.295872,18.777527,18.541065,0.029658,0.017396,0.02678,0.019441,0.037654
2.29191,1.54746E-3,3,20.987747,20.155245,20.083786,19.943327,19.55328,0.081363,0.021341,0.034116,0.033026,0.079628
1.95756,2.05199E-3,3,20.450184,20.284447,20.12969,19.950169,19.753387,0.052716,0.028625,0.026846,0.03197,0.093572
2.29093,1.71874E-3,3,21.047455,20.117952,20.039429,19.941505,19.611046,0.091507,0.023891,0.02799,0.030411,0.086181
0.78553,1.73229E-3,3,20.622761,20.250893,20.042215,19.851236,19.655266,0.06258,0.028874,0.02644,0.032362,0.089584
1.37137,1.96167E-3,3,20.689018,20.465288,20.011757,19.862957,19.810064,0.0594,0.023505,0.028182,0.026829,0.095983
1.39213,1.5504E-3,3,19.888578,19.759968,19.673571,19.603327,19.727125,0.033737,0.028512,0.020699,0.025941,0.090264
1.51869,1.98512E-3,3,20.395178,20.119778,19.911791,19.660124,19.539719,0.047654,0.03008,0.02287,0.026274,0.076901
1.67332,1.41939E-3,3,20.724871,20.380577,20.337719,20.025587,20.179785,0.059716,0.026067,0.02582,0.028967,0.129261
0.877035,1.57809E-3,3,20.852884,20.377974,20.132483,20.088285,19.838156,0.063257,0.03061,0.026011,0.031971,0.099788
1.73972,1.87605E-3,3,19.589117,19.421764,19.359495,19.0509,18.968666,0.028759,0.025519,0.020037,0.019679,0.052571
1.65086,1.34334E-3,3,20.732203,20.437687,20.365181,20.096838,20.043991,0.061151,0.027402,0.027222,0.033841,0.115436
0.748186,1.15656E-3,3,20.406176,20.085844,20.029161,19.931774,19.922861,0.04729,0.027728,0.025059,0.029344,0.102395
1.87132,1.88142E-3,3,19.490669,19.208464,19.068464,18.855335,18.826399,0.027819,0.015758,0.019831,0.021932,0.052243
1.96706,5.37347E-3,3,19.352608,19.216028,19.1066,18.801817,18.601469,0.036025,0.016687,0.015708,0.018709,0.043215
1.1791,1.54259E-3,3,19.724232,19.366695,18.944162,18.810608,18.808632,0.030769,0.034318,0.025397,0.021919,0.043584
2.06576,1.62793E-3,3,19.255974,19.125254,19.030338,18.857098,18.55538,0.026118,0.018349,0.021165,0.022442,0.037898
2.49795,1.97196E-3,4,20.397474,19.83602,19.243601,19.213394,19.037739,0.048672,0.020923,0.02197,0.02402,0.054645
1.34614,1.25501E-3,3,19.678713,19.548861,19.109705,19.057281,18.918041,0.032479,0.018225,0.015652,0.020624,0.047332
2.0501,1.22659E-3,3,19.268478,19.187334,19.003834,18.79925,18.623384,0.028296,0.023283,0.016909,0.02217,0.04219
2.14035,1.95844E-3,3,20.374847,20.147663,20.023848,19.788006,19.514868,0.050933,0.027185,0.023503,0.029477,0.08017
1.85678,1.65726E-3,3,19.790163,19.810375,19.766115,19.469999,19.165966,0.031241,0.020786,0.019873,0.020215,0.060523
1.60298,1.71404E-3,3,19.974695,19.660385,19.460033,19.165791,19.127335,0.035904,0.020095,0.017549,0.01734,0.059934
1.56076,2.19796E-3,3,20.144224,19.846437,19.705507,19.453024,19.483467,0.043275,0.021258,0.023685,0.024469,0.074833
1.49871,2.95659E-3,3,20.830647,20.491829,20.417839,20.218437,20.151577,0.068785,0.027587,0.032331,0.036589,0.135317
1.18425,1.4786E-3,3,19.868029,19.685009,19.403656,19.262083,19.441898,0.034168,0.024976,0.020998,0.021395,0.072448
2.77467,1.17701E-3,4,21.007956,20.030994,19.936134,19.915329,19.7731,0.078363,0.02653,0.024745,0.028752,0.095541
1.36116,4.81203E-4,3,20.504469,20.174507,19.845282,19.717825,19.835272,0.053752,0.027427,0.023951,0.026038,0.101444
3.32204,9.5905E-4,3,20.460743,20.207973,19.940325,19.885612,19.957531,0.050367,0.029874,0.027213,0.027858,0.112642
1.08706,1.89898E-3,3,19.495377,19.386086,19.099325,19.153107,19.262716,0.03848,0.025787,0.018496,0.018219,0.068268
1.65783,1.51288E-3,3,19.795298,19.602062,19.556969,19.290792,19.363865,0.042443,0.026496,0.020824,0.019182,0.074146
0.889832,8.15006E-4,3,20.509323,20.227207,20.06101,20.061327,19.789928,0.068848,0.033386,0.025908,0.030838,0.11249
1.36306,1.93588E-3,3,19.219036,19.125092,18.883532,18.859398,18.925812,0.03635,0.01304,0.017736,0.016348,0.056009
0.742472,1.22755E-3,3,19.642496,19.336924,19.362209,19.411026,19.295216,0.041631,0.014312,0.019546,0.020867,0.073172
2.03315,8.29803E-4,3,20.33684,20.067564,19.86289,19.747028,19.438639,0.056983,0.019763,0.022929,0.025292,0.082508
1.64045,2.04208E-3,3,20.585119,20.323458,20.193922,19.891336,19.858858,0.062212,0.027401,0.029962,0.032809,0.116862
1.20446,1.48994E-3,3,19.644848,19.61541,19.165009,19.15534,19.280258,0.03311,0.031043,0.017391,0.023879,0.07188
1.27759,1.43234E-3,3,19.706846,19.614979,19.260395,19.26865,19.113134,0.035192,0.030648,0.018458,0.025456,0.066885
1.65441,2.44761E-3,3,19.963097,19.680067,19.56595,19.204472,19.279135,0.042114,0.025909,0.020755,0.024037,0.073722
0.678027,1.18804E-3,3,19.954731,19.485384,19.512457,19.384695,19.316233,0.039157,0.02104,0.021138,0.024508,0.066629
0.511127,1.37912E-3,3,19.46237,19.221371,19.296816,19.058104,18.943512,0.040673,0.028876,0.02292,0.032641,0.056924
1.43065,1.58254E-3,3,19.384563,19.207903,19.089867,18.987158,19.023052,0.035143,0.030465,0.014562,0.015471,0.052441
1.33882,1.95084E-3,3,20.014011,19.834887,19.234985,19.090158,19.028439,0.04465,0.032317,0.015696,0.01663,0.055117
2.14436,3.67724E-3,3,19.892502,19.537086,19.32806,19.190403,18.835882,0.040427,0.026473,0.021129,0.021807,0.04939
1.12731,1.71805E-3,3,20.213577,19.899319,19.226904,18.996181,18.875586,0.044286,0.022546,0.019362,0.019115,0.047652
1.43427,2.34478E-3,3,20.515242,20.414246,20.157982,19.991468,19.913603,0.053955,0.027228,0.027521,0.029435,0.108879
0.979724,1.75253E-3,3,20.442989,20.332733,20.013988,20.00174,19.787865,0.053509,0.026259,0.024565,0.03258,0.099357
1.15707,2.44652E-3,3,19.525043,19.507175,19.181326,19.180599,19.399342,0.029332,0.020401,0.015117,0.024676,0.070598
3.25914,7.2187E-4,3,23.46209,20.822178,20.523857,20.093977,19.952923,0.555701,0.031607,0.032698,0.035845,0.113967
1.21678,2.08317E-3,3,20.175459,19.844406,19.402996,19.363821,19.376434,0.040783,0.028954,0.021104,0.027428,0.063289
1.15796,1.53698E-3,3,19.565266,19.194979,18.797976,18.628267,18.656588,0.027869,0.019029,0.016421,0.015719,0.039902
2.0197,0.013752,3,20.611996,20.468761,20.265598,20.028467,19.775616,0.066518,0.046,0.0278,0.033551,0.10936
0.709425,1.20167E-3,3,19.704445,19.213358,19.226385,19.186352,18.910074,0.03543,0.026085,0.019504,0.023067,0.044705
1.34648,2.1123E-3,3,20.355675,20.268217,19.903757,19.841013,19.861908,0.054319,0.02603,0.024305,0.033802,0.089675
1.11693,1.96337E-3,3,19.345743,19.079561,18.716784,18.758261,18.885708,0.028286,0.017005,0.019706,0.020082,0.043315
1.19823,1.95111E-3,3,20.444695,20.334307,19.970369,19.891975,19.828852,0.05629,0.030384,0.029274,0.037185,0.092802
2.4619,1.44642E-3,4,21.111048,20.051311,19.400259,19.004313,18.574127,0.09887,0.028015,0.024354,0.027766,0.035495
