z,zErr,specClass,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z
-1.1696E-3,1.65789E-4,1,21.271145,19.910189,19.988028,20.039049,20.103504,0.137836,0.033592,0.046998,0.042988,0.126435
-4.05373E-4,1.27929E-4,1,20.258976,19.047451,19.125914,19.231152,19.303408,0.04521,0.021275,0.018896,0.019454,0.056577
4.16314E-4,9.33698E-5,1,19.93153,19.012545,18.743383,18.622829,18.598692,0.042168,0.017107,0.016344,0.016549,0.038134
3.56609E-4,9.40994E-5,1,20.150265,19.194639,19.010775,18.987528,18.923903,0.048346,0.023741,0.019927,0.021335,0.046213
1.13331E-3,2.89911E-3,1,19.841721,19.892641,19.205873,18.436638,18.18656,0.034372,0.062457,0.103602,0.070064,0.102937
1.20851E-4,1.84815E-4,1,20.256035,20.316975,20.53973,20.646683,20.966076,0.053687,0.025064,0.036847,0.065432,0.354795
4.29319E-4,3.72427E-4,1,20.51358,20.04077,20.148905,20.329237,20.542885,0.060839,0.020584,0.024877,0.036062,0.154097
2.00729E-4,1.52617E-4,1,25.312916,21.151196,20.217693,19.894718,19.642111,0.839729,0.037818,0.024437,0.028445,0.093233
2.00774E-5,7.86902E-5,1,20.292379,19.135349,18.783213,18.630199,18.620436,0.049139,0.012367,0.013842,0.01373,0.039438
1.54597E-5,7.5134E-5,1,23.596252,19.198372,17.8241,17.092922,16.435097,0.904625,3.093553,0.993724,0.213263,0.791904
1.8024E-4,1.3329E-4,1,20.51318,19.499163,19.614637,19.687366,19.792727,0.07305,0.016696,0.024841,0.026819,0.11892
8.46156E-5,1.17505E-4,1,25.158897,21.084581,20.213509,19.912094,19.757389,1.034581,0.037519,0.028803,0.028267,0.079218
-4.05516E-5,7.06978E-5,1,22.389475,19.039158,17.876795,17.287664,17.064335,0.526516,1.311658,0.682766,0.42701,0.512754
-5.18305E-4,3.07724E-3,1,23.057337,21.792561,20.310215,20.054365,19.798597,0.430844,0.054791,0.026389,0.027609,0.096558
-4.89564E-4,1.15957E-4,1,19.90663,19.673153,19.851448,19.922148,20.084146,0.044104,0.021815,0.026723,0.039096,0.147966
7.02985E-5,7.33283E-5,1,20.742306,19.594885,19.280205,19.160397,19.097553,0.063822,0.017149,0.015927,0.016962,0.053566
8.75917E-4,1.18671E-4,1,21.130724,20.090061,19.711685,19.56027,19.508617,0.115008,0.023859,0.023026,0.02916,0.092851
3.56792E-4,4.00954E-4,1,19.410198,19.065912,19.33526,19.553387,19.927225,0.026647,0.017428,0.017569,0.020652,0.112377
2.9503E-4,5.4657E-4,1,20.239738,20.004898,20.240189,20.598625,21.257063,0.058321,0.02026,0.030682,0.063093,0.353744
1.18958E-4,1.34038E-4,1,19.583767,19.674366,19.931873,20.152962,20.332682,0.034644,0.023197,0.02695,0.041387,0.188294
1.87593E-5,7.94544E-5,1,21.552391,19.443338,18.427675,18.035875,17.809532,0.14707,0.016511,0.014535,0.012174,0.02679
1.86143E-4,3.61715E-4,1,19.25815,19.222097,19.578114,19.936998,20.140551,0.034248,0.027711,0.030992,0.047686,0.122769
-1.6474E-5,6.2051E-5,1,20.395802,21.614298,17.477695,17.381174,17.333786,0.652467,28.8811,0.415599,0.455534,0.572856
3.02546E-4,2.11073E-4,1,23.019814,21.029018,19.987808,19.707558,19.518406,1.29664,0.041453,0.032739,0.0294,0.081502
1.97194E-4,7.40556E-5,1,22.419361,19.877201,19.120968,18.804832,18.653841,1.049896,0.022838,0.01422,0.015221,0.042637
-6.26413E-5,4.71696E-4,1,20.085693,19.787151,20.057409,20.304722,20.713568,0.047462,0.020119,0.036007,0.03782,0.170217
-2.78151E-5,8.6143E-5,1,20.578331,19.508888,19.277079,19.181417,19.394831,0.07064,0.021089,0.01752,0.020079,0.082716
5.70613E-4,4.03097E-4,1,20.696083,20.145945,20.269283,20.510672,20.690769,0.085053,0.028477,0.067018,0.050134,0.268383
8.02673E-4,5.4828E-4,1,20.787174,20.467554,20.812828,21.07292,22.14827,0.095118,0.046916,0.058993,0.087168,0.724388
-3.48716E-4,1.68061E-4,1,21.705437,20.596397,20.157324,20.406475,20.09029,0.166754,0.033192,0.029501,0.047471,0.112228
8.15114E-6,1.13516E-4,1,21.767775,20.4084,20.336002,20.27248,20.327904,0.135833,0.022699,0.026153,0.036075,0.127848
7.88934E-4,2.42397E-4,1,19.298555,19.336624,19.525028,19.771517,20.050093,0.030793,0.019745,0.020284,0.028777,0.118557
-8.63711E-7,8.99805E-5,1,20.878796,19.598097,19.277048,19.175146,19.133917,0.099447,0.022476,0.026783,0.028917,0.056309
-9.0874E-4,1.08265E-4,1,23.324139,20.894083,19.683199,19.237785,19.037628,0.825906,0.039846,0.027457,0.031121,0.050486
-6.65258E-5,1.44623E-4,1,20.865763,19.722296,19.994207,20.180735,20.318287,0.117837,0.024742,0.029482,0.040815,0.15322
-6.47112E-4,9.4634E-5,1,21.617258,20.099726,19.516565,19.253365,19.161707,0.201288,0.021479,0.04391,0.036554,0.051669
-5.67532E-5,4.11221E-4,1,19.716228,19.590645,19.940523,20.227575,20.445377,0.04251,0.020569,0.026039,0.035116,0.152152
1.83775E-5,1.98587E-4,1,24.084965,22.223,20.384085,19.629128,19.190701,0.929992,0.076948,0.029789,0.022288,0.049919
-3.69779E-4,4.08857E-4,1,20.387064,19.981009,20.144358,20.353559,20.648056,0.046708,0.019469,0.022901,0.036837,0.163601
-1.01948E-3,1.24014E-4,1,19.938074,19.030283,19.112511,19.17194,19.415297,0.037326,0.021816,0.015007,0.020364,0.057883
-9.21103E-5,1.94356E-4,1,19.332558,19.690836,20.098568,20.46916,20.853853,0.024936,0.019427,0.023774,0.042537,0.195831
2.48226E-5,1.52549E-4,1,19.596561,19.008308,18.802195,18.744064,18.807348,0.028261,0.017396,0.014788,0.017076,0.035841
-1.89789E-4,4.5843E-4,1,20.289482,20.005318,20.310122,20.521528,20.389765,0.052905,0.038811,0.029321,0.054161,0.1395
1.07656E-3,4.52921E-4,1,20.653992,20.383354,20.620014,20.935728,21.236546,0.05619,0.027656,0.031949,0.059534,0.263413
3.05944E-4,4.59242E-4,1,19.360228,19.04108,19.30225,19.535776,19.640282,0.029997,0.016457,0.019353,0.022143,0.083674
3.77345E-4,4.25556E-4,1,20.303045,20.148687,20.375223,20.705139,20.8531,0.055468,0.026054,0.032928,0.051968,0.228934
-1.17924E-4,7.27002E-5,1,23.289816,19.658012,18.118273,17.422625,16.984125,0.696358,2.062969,0.583634,0.52266,0.433707
2.86009E-4,6.38468E-5,1,22.264563,19.452946,18.348753,18.014395,17.812454,0.284479,0.028755,0.020722,0.016296,0.026492
1.79807E-5,1.40855E-4,1,22.720446,21.060659,19.469141,18.748817,18.324148,0.437209,0.060888,0.024288,0.018995,0.034661
-1.95707E-4,8.37261E-5,1,22.688154,20.476482,19.221733,18.776796,18.508242,0.314409,0.025097,0.014868,0.018873,0.034619
7.50254E-5,8.4415E-5,1,20.641256,19.59198,19.368319,19.278147,19.390015,0.054897,0.017619,0.014789,0.017786,0.057212
1.06688E-4,3.93429E-4,1,20.058605,19.670689,19.901207,20.161873,20.183159,0.06063,0.022467,0.025201,0.038367,0.121716
1.12485E-4,1.26778E-4,1,24.249743,22.71698,20.477926,19.580564,19.387346,1.224495,0.331906,0.096711,0.061365,0.09374
3.7169E-4,1.25297E-4,1,20.279205,19.0977,19.066881,19.120342,19.161839,0.049301,0.017082,0.016532,0.021032,0.047379
3.37069E-5,6.42831E-5,1,21.250166,19.03301,18.188913,17.841274,17.673719,0.121466,0.021119,0.017355,0.020365,0.030516
3.6289E-4,1.10177E-4,1,20.250072,19.066162,18.94206,18.972149,19.001801,0.048434,0.022957,0.018967,0.018932,0.046875
1.01457E-3,1.38443E-4,1,21.709858,20.994034,20.260168,20.363226,19.999472,0.15604,0.07198,0.046625,0.079169,0.098942
-6.72512E-5,4.48734E-4,1,19.827887,19.493853,19.720182,19.996904,20.043512,0.039827,0.028961,0.020362,0.035078,0.107105
1.48121E-3,2.31425E-3,1,19.175213,19.261383,19.119894,19.025425,18.87038,0.029268,0.018231,0.024303,0.020212,0.044288
3.41257E-4,1.71878E-4,1,20.58514,20.114166,20.033489,20.024294,20.094481,0.077304,0.034919,0.047171,0.043179,0.12476
-1.20591E-4,3.73132E-4,1,19.940916,19.747086,20.081284,20.215408,20.559713,0.042136,0.025146,0.024872,0.043538,0.194024
-2.16897E-4,1.41795E-4,1,20.447559,19.511347,19.274506,19.333019,19.260902,0.06283,0.020986,0.020409,0.028651,0.053251
-1.25803E-4,1.87317E-4,1,19.154488,19.315836,19.694525,20.045012,20.353437,0.027749,0.016702,0.021625,0.032404,0.124755
5.90932E-4,9.45331E-4,1,20.865009,20.287655,20.13442,21.056345,20.776438,0.105011,0.030558,0.034223,0.092867,0.288603
2.93129E-4,7.89471E-5,1,20.474052,19.450605,19.168932,19.106007,19.012115,0.052095,0.020792,0.019722,0.022382,0.04073
2.49616E-4,6.05716E-5,1,21.199802,19.384289,18.63534,18.364273,18.178736,0.10818,0.024536,0.014188,0.014858,0.027696
-1.82206E-5,6.66285E-5,1,21.283127,20.609596,20.790773,19.437126,19.048166,6.665226,17.696917,6.771904,2.202933,6.86089
6.91095E-5,1.11115E-4,1,22.880533,20.56082,20.065149,19.876097,19.844315,0.602032,0.029897,0.02398,0.02566,0.094118
2.50862E-4,9.74417E-5,1,20.317165,19.17152,18.974289,18.950739,18.97279,0.05548,0.01793,0.013892,0.015319,0.045639
3.06034E-4,1.75911E-4,1,20.045952,19.578047,19.427832,19.499388,19.435537,0.051818,0.022941,0.021748,0.030822,0.093852
5.11301E-4,3.90153E-4,1,19.621328,19.30827,19.608953,19.812927,20.153646,0.031706,0.013869,0.019706,0.026349,0.140205
3.32924E-4,8.11284E-5,1,22.210852,19.741669,18.498373,18.004959,17.685345,0.310003,0.031164,0.017629,0.013409,0.022146
-4.26361E-4,1.56382E-4,1,24.198458,21.200985,20.41082,20.148548,20.062769,0.920894,0.039449,0.028091,0.033325,0.129867
5.04205E-4,4.07277E-4,1,20.506027,19.965984,20.206026,20.417738,20.776808,0.069528,0.023201,0.028682,0.054131,0.26598
-3.59653E-4,1.86445E-4,1,22.505857,20.400295,19.679888,19.42535,19.160872,0.37006,0.027771,0.020673,0.026023,0.064209
3.27623E-7,3.40795E-4,1,19.085793,19.145765,19.497074,19.832703,20.20105,0.025344,0.01899,0.020025,0.026436,0.137843
1.01955E-5,1.26047E-4,1,20.385979,19.297457,19.401882,19.548063,19.650719,0.080889,0.041416,0.018512,0.025734,0.087618
-2.42228E-4,1.10245E-4,1,21.278034,20.055779,19.421005,19.046364,18.7827,0.183105,0.025571,0.026548,0.023855,0.047578
2.92846E-4,1.42226E-4,1,20.873503,19.5863,18.995237,18.762037,18.632298,0.093745,0.017071,0.020416,0.018617,0.044293
-5.19122E-5,9.44432E-5,1,22.700249,20.187708,19.098188,18.650028,18.391256,0.323111,0.0233,0.014473,0.019788,0.0348
-2.80305E-4,7.87228E-5,1,21.892311,19.728735,18.633472,18.296926,18.304897,0.161933,0.021352,0.013741,0.023614,0.052005
8.54663E-4,9.58202E-5,1,20.615992,19.619986,19.25094,19.078781,19.025736,0.070946,0.018496,0.015091,0.021339,0.057712
1.17901E-4,4.02269E-4,1,19.439838,19.122303,19.370388,19.645597,19.809181,0.034572,0.016333,0.01889,0.022641,0.077339
5.69024E-4,1.99372E-4,1,19.519831,19.029976,19.08753,19.156666,19.240776,0.032824,0.01783,0.016597,0.021601,0.074105
-9.12E-5,1.03016E-4,1,20.176552,19.140457,18.955572,18.91605,18.916248,0.057317,0.020118,0.024001,0.022418,0.055628
2.74845E-4,1.15181E-4,1,22.719223,20.969944,20.34264,20.116508,19.592588,0.489394,0.038016,0.030498,0.033,0.076552
1.13336E-4,1.777E-4,1,19.579927,19.198084,19.243456,19.376886,19.505625,0.033781,0.029622,0.017366,0.0218,0.064752
-4.52217E-4,6.8843E-5,1,22.022957,19.613171,18.553797,18.199247,17.998951,0.28346,0.01826,0.01432,0.013044,0.025053
-2.71241E-4,1.15813E-4,1,23.02623,20.618122,19.773832,19.442919,19.495483,0.548828,0.039727,0.023733,0.021587,0.092673
5.18522E-4,1.65604E-4,1,19.656734,19.183434,19.032131,18.987307,18.983686,0.035564,0.02749,0.025923,0.026659,0.047554
-4.17094E-5,1.19144E-4,1,24.48687,21.121874,20.35396,20.013523,19.783358,0.849063,0.03797,0.028561,0.031679,0.077388
-2.82063E-4,4.42114E-4,1,20.263241,19.696531,19.867548,20.083212,20.106552,0.060101,0.020339,0.028571,0.034725,0.111272
2.99104E-4,1.44575E-4,1,20.551939,19.667538,19.156076,18.576204,18.137169,0.072767,0.024148,0.019446,0.026781,0.028864
5.57477E-4,4.15553E-4,1,20.796202,20.415136,20.53998,20.671522,20.566868,0.091823,0.032563,0.038862,0.059708,0.205607
3.02668E-4,7.12098E-5,1,20.689587,19.218908,18.579376,18.270754,18.120737,0.082118,0.019351,0.021165,0.015115,0.025316
3.34903E-4,3.92141E-4,1,20.603949,20.080906,20.288853,20.499544,21.163662,0.0683,0.026511,0.027218,0.042762,0.342315
6.13818E-4,1.26459E-4,1,20.242254,19.004358,19.171444,19.283571,19.44385,0.069812,0.017481,0.029493,0.029064,0.068797
4.87224E-4,2.07048E-4,1,19.376072,19.621302,20.076836,20.340502,20.577421,0.029309,0.017742,0.024796,0.036252,0.162286
9.54607E-4,3.05675E-4,1,22.825682,19.981543,18.682373,18.257439,18.029335,0.521032,0.025052,0.017755,0.014819,0.024953
3.41894E-5,1.21852E-4,1,24.036348,19.680115,19.849581,20.094215,20.044994,0.890738,0.01994,0.020478,0.028986,0.103293
5.22404E-4,1.32787E-4,1,24.294115,20.943937,19.315039,18.393415,17.8496,1.247292,0.040064,0.022021,0.017566,0.023413
-6.22597E-5,8.72377E-5,1,22.218939,20.101824,19.067232,18.663103,18.433729,0.308157,0.022754,0.016147,0.016699,0.0385
6.24554E-5,2.19578E-4,1,19.734146,19.953882,20.372978,20.558046,20.695263,0.039457,0.021498,0.033789,0.063104,0.272457
-2.22943E-4,2.93309E-4,1,24.625427,21.782082,20.308807,19.598181,19.309807,0.963477,0.056471,0.028674,0.021323,0.0628
-4.47977E-5,1.55784E-4,1,23.914717,22.51182,20.572647,19.695965,19.177414,0.815041,0.107307,0.033607,0.027617,0.046538
6.49064E-6,6.71021E-5,1,20.524208,19.297146,18.770222,18.533358,18.434805,0.057527,0.024291,0.019228,0.014439,0.029715
-2.73935E-4,1.00169E-4,1,23.058901,20.495764,19.246656,18.718399,18.421026,0.692589,0.036545,0.016489,0.016562,0.035211
3.96728E-4,4.26088E-4,1,19.986822,19.634525,19.84547,20.054655,20.374359,0.042463,0.024439,0.023181,0.031028,0.125637
-5.42089E-4,1.19156E-4,1,21.0343,20.080025,19.663639,19.516296,19.328636,0.114284,0.021506,0.020759,0.023296,0.055113
-3.71944E-4,1.01555E-4,1,22.809977,19.978422,18.883059,18.470051,18.22471,0.406034,0.02276,0.013586,0.018193,0.028433
1.01885E-3,3.2803E-4,1,25.997391,20.09548,19.66465,19.477076,19.166851,0.922259,0.023832,0.019863,0.0206,0.05407
-4.30065E-4,1.93124E-3,1,22.664146,20.94227,20.161879,19.83268,20.169434,0.36725,0.048287,0.053578,0.047379,0.146029
-3.69226E-4,1.57764E-4,1,20.670427,19.460979,19.503046,19.551641,19.773287,0.084618,0.017022,0.021006,0.022884,0.082546
1.58133E-5,2.84914E-4,1,23.214508,20.623962,19.291321,18.756916,18.753609,0.496768,0.028511,0.016765,0.018735,0.065309
7.64106E-5,4.13018E-4,1,24.280993,20.334026,20.33436,20.486847,21.087959,0.977632,0.025237,0.032921,0.044321,0.257802
-4.05103E-4,1.40879E-4,1,20.69342,19.533098,19.450502,19.488298,19.651791,0.072275,0.021558,0.017145,0.026635,0.073062
1.74805E-4,4.15649E-4,1,19.35931,19.021505,19.266537,19.487032,19.758146,0.030276,0.013649,0.022583,0.021861,0.075875
-4.39436E-4,1.91273E-4,1,23.541647,20.609552,19.844654,19.508524,19.388687,0.892061,0.041768,0.032655,0.019886,0.053962
-2.40331E-4,8.27934E-5,1,20.371996,19.311117,18.864874,18.676525,18.499758,0.057404,0.016303,0.020026,0.017138,0.035894
-1.41424E-4,8.34195E-5,1,23.722847,20.6458,17.981737,17.487583,18.253895,0.865309,0.149003,0.019101,0.021042,0.092277
1.06704E-4,9.09776E-5,1,21.689154,19.228727,18.230633,17.640087,17.361082,0.172143,0.016922,0.014895,0.015393,0.020145
6.57201E-4,4.00293E-4,1,20.496073,20.053648,20.257103,20.468378,20.74855,0.066694,0.031953,0.024827,0.041399,0.163903
-2.41027E-4,1.25662E-4,1,24.297041,20.957933,20.256037,19.981508,19.834887,1.128191,0.039287,0.026576,0.02968,0.109365
8.91398E-5,4.20243E-4,1,20.154196,19.843008,20.006847,20.19577,20.470695,0.052237,0.026659,0.02412,0.041425,0.19465
2.57427E-4,9.35268E-5,1,22.446812,20.003908,18.920151,18.491257,18.135181,0.336463,0.020437,0.014547,0.01211,0.023249
-7.10996E-4,1.40122E-4,1,20.191328,19.075031,19.191721,19.279211,19.505608,0.046872,0.021105,0.019306,0.02341,0.071552
-1.62889E-4,1.84009E-4,1,20.961233,19.814548,19.814232,19.85313,19.855589,0.099772,0.019909,0.020951,0.026135,0.084883
6.03361E-4,2.54798E-4,1,22.335236,20.730093,19.48807,19.120897,18.947153,0.297151,0.030335,0.020756,0.022668,0.049883
-1.34324E-4,1.67076E-4,1,19.571779,19.191805,19.174374,19.011292,18.677536,0.032622,0.01216,0.024301,0.018761,0.033739
1.14497E-4,3.68935E-4,1,19.57934,19.351349,19.653374,19.943651,20.054798,0.034452,0.020457,0.018931,0.030324,0.130288
3.18847E-4,4.2812E-4,1,19.859322,20.028875,20.439522,20.739439,20.979538,0.040941,0.022973,0.033754,0.06714,0.287147
2.26283E-5,7.13737E-5,1,23.090273,19.636515,18.968136,18.712261,18.570736,0.755271,0.029127,0.025397,0.032086,0.033314
5.43964E-5,9.45691E-5,1,24.241192,20.843447,19.98064,19.695934,19.432209,1.266857,0.033332,0.030775,0.022684,0.055485
4.91687E-6,7.65021E-5,1,20.300701,19.205208,18.906353,18.737436,18.770983,0.048426,0.013623,0.01365,0.014548,0.044238
-1.08479E-4,4.09635E-4,1,20.042822,19.626312,19.772379,19.960396,20.21142,0.040953,0.016791,0.019801,0.030956,0.142256
1.77842E-4,2.36303E-4,1,23.820642,21.016455,20.338881,20.089924,19.937336,1.000541,0.039215,0.031083,0.029203,0.086835
5.42089E-4,3.43392E-4,1,18.769646,19.128965,19.714254,20.019632,20.625862,0.025567,0.029454,0.021557,0.028764,0.157641
-1.4915E-4,1.06239E-4,1,24.002003,19.229391,19.707403,20.117226,20.588081,0.800277,0.017033,0.021919,0.030533,0.158388
1.80195E-4,1.43021E-4,1,21.19733,20.059252,20.3043,20.505737,20.394114,0.105686,0.022808,0.026867,0.047477,0.133631
-3.01885E-5,4.31339E-4,1,19.548634,19.107628,19.305199,19.46983,19.663321,0.033272,0.028437,0.018986,0.025076,0.070842
2.11639E-4,4.1974E-4,1,23.508057,19.286522,19.515118,19.711245,19.882851,0.841848,0.017616,0.017099,0.022386,0.090056
-2.68607E-4,3.61271E-4,1,18.757702,19.027199,19.566336,19.896811,20.646614,0.023693,0.015525,0.021967,0.026769,0.174265
3.63519E-4,1.97955E-4,1,22.31879,22.411186,20.609085,20.700642,21.176157,0.340103,0.32353,0.071411,0.208685,0.434035
-3.66254E-5,3.77595E-4,1,19.296885,19.323689,19.691055,20.047329,20.098454,0.028282,0.019362,0.021349,0.027462,0.099381
-1.71416E-4,1.09564E-4,1,20.744102,19.415451,19.162588,19.080919,19.032223,0.074098,0.020211,0.016775,0.017056,0.053299
1.67382E-4,1.17939E-4,1,20.266602,19.274237,18.63909,18.316656,17.989052,0.062459,0.01654,0.017004,0.016177,0.028613
5.45134E-5,2.14905E-4,1,22.601357,20.322456,19.123457,18.655361,18.3405,0.344044,0.025898,0.015778,0.014232,0.032234
2.21918E-4,3.90405E-4,1,19.183613,19.093151,19.42358,19.701895,19.924086,0.029346,0.025811,0.017178,0.025012,0.100809
7.9267E-4,5.39022E-4,1,20.839537,20.400288,20.531364,20.618408,20.603559,0.081066,0.031699,0.045378,0.061104,0.201214
-3.94202E-4,1.58275E-3,1,24.058317,22.651672,20.569817,20.178169,19.508717,1.113024,0.188078,0.044572,0.048796,0.079003
-2.47201E-4,1.39565E-4,1,20.922943,19.617987,19.247393,19.051546,18.891802,0.092717,0.019259,0.01737,0.016468,0.039069
1.31307E-4,1.60382E-4,1,20.915091,19.768259,19.894354,20.120504,20.237167,0.08395,0.023461,0.022047,0.029699,0.12342
-2.15868E-4,4.24904E-4,1,20.8405,20.333,20.47312,20.512846,20.532032,0.096455,0.027393,0.033801,0.061609,0.17874
2.0001E-4,2.41584E-4,1,23.707821,21.431814,19.823994,19.317257,19.004169,0.841642,0.053833,0.024223,0.018707,0.045676
8.79421E-4,1.87794E-4,1,23.996387,21.131094,20.513809,20.262211,20.272129,1.128774,0.050204,0.032167,0.04152,0.14225
9.51849E-5,1.39073E-4,1,23.919947,21.350838,20.555824,20.250839,19.802591,0.948796,0.04771,0.032565,0.034895,0.101643
-6.71897E-4,2.18625E-4,1,19.747147,19.959146,20.311049,20.455376,20.877144,0.036095,0.038145,0.0331,0.04541,0.203718
-4.45111E-4,8.72308E-5,1,24.105066,19.651957,19.036121,18.746889,18.635525,0.501733,0.029524,0.014997,0.021216,0.035937
1.6846,2.8806E-3,1,19.619514,19.426493,19.450788,19.168747,19.223822,0.032774,0.02118,0.018764,0.024977,0.058978
6.65979E-5,3.28605E-4,1,19.63796,19.098003,19.028595,19.058008,19.233444,0.03279,0.013289,0.015274,0.017068,0.061435
6.76278E-5,2.37434E-4,1,19.203228,19.366579,19.711864,20.056852,20.576294,0.031642,0.015303,0.021089,0.033643,0.185142
2.36473E-4,4.55472E-4,1,20.735085,20.325628,20.621397,20.827389,21.094275,0.076641,0.024069,0.047935,0.077103,0.259357
-1.36396E-4,1.46053E-4,1,18.942244,19.071621,19.341627,19.579079,19.904186,0.027958,0.019887,0.016481,0.027384,0.084786
-2.8839E-4,8.84122E-5,1,25.931698,19.344049,18.982082,18.830492,18.819098,0.894956,0.018377,0.023604,0.029849,0.052533
3.02102E-4,2.68481E-4,1,20.083569,20.104116,20.368868,20.617352,20.932356,0.045533,0.027937,0.029058,0.05098,0.223944
9.23589E-5,1.22016E-4,1,20.516832,19.279816,19.342606,19.407684,19.570532,0.057074,0.021277,0.015137,0.026574,0.067002
-1.69587E-4,7.92507E-5,1,22.128885,20.095913,19.040659,20.631956,18.388941,0.201198,0.023579,0.015773,0.156631,0.031466
1.35139E-4,1.829E-4,1,19.7208,19.810068,20.159416,20.37936,20.414888,0.029458,0.020692,0.023319,0.036124,0.121848
-2.45161E-5,3.57138E-4,1,23.291399,19.521395,19.922112,20.203236,20.423883,0.917266,0.030422,0.02409,0.032878,0.126138
3.44334E-4,4.38914E-4,1,19.683414,19.270407,19.495378,19.679482,20.067213,0.041493,0.017873,0.019336,0.026803,0.11249
3.41473E-4,1.53219E-4,1,19.580151,19.210735,19.103998,19.122572,19.285362,0.028688,0.018627,0.016429,0.02678,0.047954
-1.12276E-4,6.69703E-5,1,21.099495,19.178797,18.313736,17.843456,17.607748,0.095866,0.0197,0.026479,0.028559,0.033983
-5.55978E-4,1.15621E-4,1,20.39959,19.247812,19.031473,18.932306,18.970812,0.054775,0.016428,0.017174,0.018557,0.040329
-2.65101E-4,2.4595E-4,1,20.000763,20.032948,20.456211,20.805798,21.568369,0.041807,0.025059,0.031401,0.051206,0.444048
-2.82297E-4,9.993E-5,1,20.241167,19.149288,19.0361,18.899826,18.936686,0.052849,0.026317,0.022711,0.019593,0.043892
2.13367E-4,4.2077E-4,1,19.555637,19.1894,19.444056,19.700296,19.949404,0.042087,0.019075,0.020672,0.02574,0.091331
2.22651E-4,2.1845E-4,1,21.717274,19.73024,18.610786,18.29245,18.171495,0.1575,0.02502,0.014723,0.017573,0.028221
1.95067E-4,1.04932E-4,1,25.139692,20.539742,19.533072,19.199835,18.90324,1.24782,0.034082,0.023762,0.029337,0.044851
-1.17186E-4,8.53022E-5,1,21.86445,20.414988,19.159081,18.76886,18.481291,0.19138,0.028865,0.015674,0.022462,0.033124
8.21315E-4,3.77677E-4,1,23.337334,21.803837,19.895248,19.234501,18.895966,0.662791,0.062937,0.023157,0.022323,0.040458
4.98445E-6,7.46961E-5,1,21.359112,19.32163,18.215214,17.790882,17.511848,0.133483,0.025555,0.022724,0.031231,0.031973
7.54043E-5,2.27136E-4,1,23.279902,21.159525,20.128296,19.604898,19.379877,0.582116,0.042467,0.02723,0.030017,0.068412
2.79985E-4,1.13802E-4,1,24.331173,20.757774,20.176861,19.941229,19.719042,1.303897,0.034526,0.026331,0.032696,0.100703
4.7518E-5,1.74125E-4,1,21.95199,19.122952,17.332933,16.76947,16.52527,0.193295,0.017167,0.012796,0.013955,0.013286
-9.39875E-5,1.52158E-3,1,24.485819,21.11516,20.441854,20.200247,19.840008,1.151156,0.04519,0.034534,0.034043,0.099397
-1.47796E-5,1.49846E-4,1,25.965855,21.84392,19.69372,18.911095,18.470545,0.647254,0.237591,0.018582,0.024092,0.037328
-1.33069E-4,1.18484E-4,1,21.000238,19.733568,18.931337,18.507568,18.114588,0.099758,0.020768,0.015026,0.016866,0.027427
-4.36832E-4,1.37611E-4,1,21.878315,20.957354,20.492762,20.380808,19.899086,0.198545,0.038729,0.031817,0.038597,0.1139
-9.07776E-5,1.50424E-4,1,20.159286,19.033308,19.165039,19.283386,19.424807,0.049792,0.014704,0.014042,0.022668,0.077841
-7.2793E-6,1.34896E-4,1,20.133249,19.0748,19.278496,19.415783,19.577503,0.044708,0.017934,0.016585,0.019084,0.069013
-2.85217E-4,3.49819E-4,1,20.931459,19.904905,19.994984,20.190487,20.118567,0.083072,0.019336,0.025194,0.032377,0.129543
-2.38949E-4,7.62632E-5,1,21.772299,19.720161,18.774847,19.698959,18.182262,0.167881,0.025111,0.017532,0.077789,0.025159
-1.01745E-4,1.62557E-4,1,22.954384,21.454779,20.791586,20.433306,19.923744,0.470601,0.051173,0.036282,0.042341,0.115974
-4.39805E-4,1.36939E-4,1,22.794031,21.234274,20.466587,20.234715,19.657564,0.435799,0.045068,0.030662,0.036578,0.092596
-2.73813E-4,3.32768E-4,1,24.220028,21.736879,20.468233,19.86363,19.882206,1.278427,0.072528,0.0343,0.031266,0.144936
4.67708E-4,3.48638E-4,1,20.460564,19.937559,20.037266,20.186806,20.311155,0.065426,0.019635,0.02362,0.036446,0.160863
1.41725E-4,9.23537E-5,1,20.429756,19.525063,19.219284,18.983719,18.634348,0.06515,0.033913,0.025074,0.025219,0.043263
1.00007E-4,9.51987E-5,1,21.353014,19.554031,18.517368,18.113516,17.822821,0.125889,0.025383,0.017125,0.0149,0.025039
-2.19446E-4,6.16691E-5,1,22.378103,19.035282,17.270988,16.681807,16.508381,0.63348,0.66875,0.216292,0.138443,0.182943
-2.56611E-4,1.14622E-4,1,20.66239,19.414988,19.458252,19.489962,19.643332,0.080287,0.027062,0.026362,0.028672,0.087898
-1.88968E-4,6.53634E-5,1,21.936445,19.236765,18.240194,22.179409,17.70714,0.193149,0.017093,0.019769,4.443115,0.024394
-1.12637E-4,3.63331E-4,1,20.154564,19.671415,19.786249,20.013739,20.271351,0.043876,0.025227,0.024955,0.032342,0.11524
-2.22081E-5,1.23185E-4,1,20.428137,19.262848,19.200275,19.170948,19.282957,0.084754,0.062339,0.05221,0.066627,0.07052
